Image,Id,is_upsampling
01e878aad.jpg,w_d0bfef3,False
01ec3759e.jpg,new_whale,False
01eee7676.jpg,new_whale,False
01f58bda4.jpg,w_d4211d9,False
01f5b5205.jpg,w_59052ad,False
01f66ca26.jpg,new_whale,False
01f6f8d04.jpg,w_0513962,False
01f84aa6f.jpg,new_whale,False
0202d2a08.jpg,new_whale,False
0202dfb29.jpg,w_05b4b0c,False
0206722e5.jpg,w_5833b3d,False
020ab0f9b.jpg,w_e08506c,False
02156d140.jpg,w_5bac7bb,False
0215715b6.jpg,w_b5c90a5,False
021a49e25.jpg,new_whale,False
021cf0d46.jpg,new_whale,False
021d8cc07.jpg,new_whale,False
0222d7746.jpg,w_1ca9ab1,False
0223b6a5c.jpg,new_whale,False
022462179.jpg,new_whale,False
0225391f4.jpg,w_8d0d921,False
02270be38.jpg,new_whale,False
02272f684.jpg,w_7e579dd,False
0227a97f7.jpg,w_488865e,False
022b803eb.jpg,w_1ca9ab1,False
023349526.jpg,new_whale,False
0234be323.jpg,w_8b8dca8,False
023b99fbe.jpg,w_f0fe284,False
023c3947f.jpg,w_f459442,False
023dc5c36.jpg,w_0a155b9,False
023f72c08.jpg,w_f0eddab,False
0242534d4.jpg,new_whale,False
024a7136d.jpg,w_e04d084,False
02518df7d.jpg,new_whale,False
0253d946f.jpg,w_f6b8ccb,False
025407c89.jpg,w_7038727,False
02545618c.jpg,w_13250ab,False
02564ae05.jpg,w_4214909,False
02568e465.jpg,w_26e4f44,False
025738f80.jpg,w_4c614f3,False
02583af93.jpg,w_73282ec,False
0258983a9.jpg,w_d6f0be4,False
025c1eb28.jpg,w_cf31c86,False
025d86fa4.jpg,w_2964e0b,False
025ea05b4.jpg,w_90c9763,False
0260984e4.jpg,w_c379d78,False
026345181.jpg,w_2e4af64,False
0264bd4b5.jpg,new_whale,False
0268c74a5.jpg,new_whale,False
026cf2c73.jpg,w_1423c1f,False
0270cd806.jpg,w_5065c2b,False
02773908c.jpg,new_whale,False
027988cef.jpg,w_8507818,False
027af9390.jpg,w_1d0830e,False
027ec5a1d.jpg,new_whale,False
027f1594f.jpg,w_072f593,False
02810b9d1.jpg,new_whale,False
028331a47.jpg,new_whale,False
028bbb7af.jpg,w_0189b6d,False
028c4bfde.jpg,w_ee2326a,False
028e0f415.jpg,w_f276da3,False
028e9f24d.jpg,w_2b47174,False
028f11c08.jpg,w_55e0064,False
028f7081a.jpg,w_b70c09f,False
02909535e.jpg,w_1ca9ab1,False
02910a130.jpg,new_whale,False
029449f85.jpg,w_ed1df50,False
02a34f2bd.jpg,w_91037a7,False
02a5af887.jpg,new_whale,False
02a7e1f6c.jpg,w_c8d5ad5,False
02af3a9d9.jpg,new_whale,False
02b0efd14.jpg,new_whale,False
02b19e5f2.jpg,w_d72771c,False
02b2550cb.jpg,w_b3196aa,False
02b32cd35.jpg,w_fd9d727,False
02b4351c8.jpg,w_51e7506,False
02bce1dd2.jpg,w_e47e686,False
02bceb4f3.jpg,w_5f20f03,False
02bdec750.jpg,w_23a388d,False
02be719b7.jpg,w_329c19c,False
02beb151f.jpg,w_83869d3,False
02c0b227e.jpg,w_d405854,False
02c389bcb.jpg,new_whale,False
02c47bf28.jpg,w_2f5caa9,False
02c8a71de.jpg,new_whale,False
02ca9b585.jpg,new_whale,False
02d191488.jpg,w_e42007e,False
02d2a38ed.jpg,w_4ff2f4a,False
02d30c6e4.jpg,w_10eece8,False
02d6d1623.jpg,new_whale,False
02d79a2aa.jpg,w_b3cde16,False
02d8c4c99.jpg,new_whale,False
02dc197e1.jpg,new_whale,False
02deeee20.jpg,w_9573686,False
02df5693e.jpg,new_whale,False
02dfe3c04.jpg,new_whale,False
02e548fa4.jpg,new_whale,False
02e5c6e80.jpg,w_cda3971,False
02e7b200c.jpg,w_0bd39c1,False
02ec01c0d.jpg,new_whale,False
02f250971.jpg,w_23a388d,False
02f402c31.jpg,w_4175cb7,False
02fa23b44.jpg,w_065ee1b,False
02fafd711.jpg,w_3f7d5f5,False
02fc410b6.jpg,new_whale,False
02fcd7f7c.jpg,new_whale,False
02fd77da4.jpg,w_715ceba,False
02fe15b8b.jpg,w_c144f80,False
02fec85d6.jpg,new_whale,False
0301ca72f.jpg,w_025911c,False
0304d1ea3.jpg,new_whale,False
03056d2b8.jpg,w_bc677de,False
030628f8b.jpg,w_8b1f4be,False
0317a4ff9.jpg,new_whale,False
03197f2f8.jpg,w_f7d8d22,False
031b230c7.jpg,new_whale,False
031b653a2.jpg,w_760c469,False
031b6c2c4.jpg,w_bc285a6,False
031e19510.jpg,new_whale,False
031e2f2e0.jpg,w_0b1e4a6,False
031e52425.jpg,w_814a1cc,False
0323e79ed.jpg,w_89f521e,False
03282d26c.jpg,w_ce4d993,False
032adbd21.jpg,new_whale,False
032dbd3ae.jpg,new_whale,False
032dce04c.jpg,new_whale,False
032fac6b9.jpg,new_whale,False
03325fea5.jpg,w_65dadc8,False
03339507c.jpg,w_b8a7ee7,False
0334cf98b.jpg,w_9cc2c36,False
033734195.jpg,new_whale,False
0338c2abc.jpg,new_whale,False
03398a6cc.jpg,w_23e1d57,False
033cf66cb.jpg,w_ce67c4c,False
034176bf3.jpg,w_f8c22dc,False
0341a18ba.jpg,w_3f22dc6,False
0346bbbe9.jpg,w_dee1053,False
03471c92a.jpg,w_9af432a,False
0347973a7.jpg,w_bb2c919,False
034b31ef4.jpg,w_6c09f7f,False
034e5fe12.jpg,w_cbb15d2,False
035159746.jpg,w_ae53e45,False
035558cb4.jpg,w_0cfdaa5,False
03563996a.jpg,w_91cc02c,False
0356860be.jpg,new_whale,False
035917e70.jpg,w_d006897,False
035b5bdb8.jpg,w_8443156,False
035cc12f2.jpg,w_edf43c1,False
035ce8d51.jpg,new_whale,False
035d683ef.jpg,new_whale,False
036ff6457.jpg,w_328e490,False
0370090ac.jpg,w_d240f68,False
03736acc1.jpg,new_whale,False
03776d685.jpg,w_0b398b2,False
0378f59b5.jpg,new_whale,False
037ce9282.jpg,w_f1d2902,False
037d3d4f7.jpg,w_ec4299b,False
037efd0e5.jpg,new_whale,False
0385abcf6.jpg,new_whale,False
0387e6dd7.jpg,new_whale,False
038b08ba9.jpg,w_78bfd01,False
038b50a77.jpg,w_31d1d50,False
038b5f3f3.jpg,w_a32898d,False
038c165c5.jpg,new_whale,False
038e52f8d.jpg,new_whale,False
038f6e50f.jpg,new_whale,False
038ffb4ad.jpg,w_dfbf100,False
03908edc8.jpg,w_8da30ad,False
0392690b8.jpg,new_whale,False
039533860.jpg,new_whale,False
039739a4b.jpg,w_7e9ae57,False
03976ceda.jpg,new_whale,False
039916998.jpg,new_whale,False
039bcc0f7.jpg,new_whale,False
039fcf391.jpg,w_691f2f6,False
03a224d12.jpg,w_5650932,False
03a40c773.jpg,w_ac2df91,False
03a5587fe.jpg,w_ac26398,False
03acedeac.jpg,w_f70c302,False
03b0bd5dd.jpg,w_fa7cd91,False
03b6593e9.jpg,w_23a388d,False
03b7870be.jpg,new_whale,False
03b82f755.jpg,new_whale,False
03b9e3dea.jpg,new_whale,False
03bb5b068.jpg,w_6c0cdb1,False
03bb68e77.jpg,w_68c4ecf,False
03be3723c.jpg,w_00b3dc2,False
03bfcbcf4.jpg,w_62e16d6,False
03c70fa51.jpg,new_whale,False
03c7a583e.jpg,w_f2f7550,False
03cd2ba51.jpg,new_whale,False
03d0be3ab.jpg,w_4dac709,False
03d41255d.jpg,new_whale,False
03d494223.jpg,new_whale,False
03d6acf15.jpg,new_whale,False
03dcf5c8e.jpg,new_whale,False
03e23d88f.jpg,w_234713b,False
03e3599f3.jpg,new_whale,False
03e562e8f.jpg,new_whale,False
03ef29298.jpg,w_a87ec7e,False
03ef35d6e.jpg,w_e0a42ad,False
03efb0fdb.jpg,w_178144f,False
03f0758d8.jpg,new_whale,False
03f1f348e.jpg,w_d6907f5,False
03f4675ff.jpg,new_whale,False
03f49a3b3.jpg,new_whale,False
03fa69c40.jpg,w_0e7ec27,False
040270cba.jpg,w_daeba33,False
0402f7a49.jpg,w_b1461a9,False
04066a98e.jpg,new_whale,False
0407436a4.jpg,new_whale,False
04094ac0b.jpg,w_68ed1f9,False
0409c48d7.jpg,w_78e229f,False
040ce705a.jpg,new_whale,False
040d790e5.jpg,w_302799d,False
040da527c.jpg,w_564a34b,False
04153ce6d.jpg,w_66e3287,False
0415a291e.jpg,w_99af1a9,False
041724be8.jpg,new_whale,False
041c117be.jpg,w_4690940,False
041e3d502.jpg,new_whale,False
042870651.jpg,w_85b252c,False
042a3d0b3.jpg,w_a9304b9,False
042c4e1a4.jpg,new_whale,False
042caa5be.jpg,new_whale,False
043029c07.jpg,w_66b4513,False
0434082ad.jpg,new_whale,False
0434a290d.jpg,w_b4396ae,False
0435d5d4b.jpg,w_fdc6e6d,False
043a20d25.jpg,w_45e2fc0,False
043b78dc6.jpg,w_23a388d,False
04448a8ce.jpg,w_5e8e218,False
044b2a2ae.jpg,w_8f4d879,False
044df2889.jpg,w_c0f1e04,False
04505f712.jpg,w_d14059c,False
04515138c.jpg,w_9f13096,False
0455267bb.jpg,new_whale,False
045793afd.jpg,new_whale,False
04585916b.jpg,new_whale,False
0458c300b.jpg,w_5e8e218,False
0459eab3f.jpg,w_8799716,False
045bbb167.jpg,new_whale,False
045cd8ae8.jpg,w_cb9f118,False
045cef3d0.jpg,new_whale,False
045db6357.jpg,w_b992a50,False
04622e32d.jpg,w_8193215,False
046332912.jpg,w_778e474,False
04638e01d.jpg,w_9eccb4c,False
04653d8fc.jpg,w_5cf4727,False
0469731bc.jpg,new_whale,False
046e37901.jpg,w_f19aeb4,False
04708836a.jpg,w_3bd976e,False
047604b6c.jpg,new_whale,False
04761acfb.jpg,new_whale,False
0477794ee.jpg,new_whale,False
047c24ea6.jpg,w_8431ae8,False
047ca0d72.jpg,w_1c2e409,False
047f23339.jpg,w_9b5109b,False
047f3949c.jpg,new_whale,False
04822fc4b.jpg,new_whale,False
048243c9a.jpg,new_whale,False
0483452b5.jpg,w_a5e6557,False
0485d51aa.jpg,w_dc662ea,False
048606a80.jpg,new_whale,False
0486d64df.jpg,new_whale,False
048762f18.jpg,new_whale,False
048803f5b.jpg,w_d0475b2,False
0489c432d.jpg,new_whale,False
048ab10a5.jpg,new_whale,False
048bbca71.jpg,w_bbfce38,False
048d0c59a.jpg,new_whale,False
04900b886.jpg,w_76d1f84,False
04901bb01.jpg,new_whale,False
049202dd2.jpg,w_b3ca4b7,False
04931bb7a.jpg,new_whale,False
0493ff477.jpg,new_whale,False
04966287f.jpg,w_40a6c9c,False
049790c4a.jpg,new_whale,False
0499ebf05.jpg,w_736cca3,False
049bcf04f.jpg,w_61e4690,False
049be1586.jpg,w_68311ed,False
049c26660.jpg,new_whale,False
049c91eea.jpg,w_f2075ef,False
049fa60f6.jpg,w_56d38d8,False
04a189b7f.jpg,new_whale,False
04a20260c.jpg,new_whale,False
04a21e189.jpg,new_whale,False
04a2d7b74.jpg,w_c875e45,False
04a3745a0.jpg,w_888391a,False
04a49dade.jpg,w_42b0064,False
04a74df45.jpg,w_f74a89e,False
04a973240.jpg,w_11ff425,False
04ab8f618.jpg,new_whale,False
04adf88e9.jpg,new_whale,False
04ae2380d.jpg,w_76f4d0b,False
04af29309.jpg,new_whale,False
04b3ac13b.jpg,new_whale,False
04b5a2d33.jpg,new_whale,False
04b97cc6f.jpg,w_6e51c06,False
04ba76e7a.jpg,new_whale,False
04bae2db7.jpg,new_whale,False
04c193d2d.jpg,w_bc7de9f,False
04c254622.jpg,w_2df85e7,False
04c72257b.jpg,w_96985c1,False
04cb9134a.jpg,new_whale,False
04cb9fe4e.jpg,w_99383ac,False
04cbf7ba9.jpg,new_whale,False
04ccad4df.jpg,w_6caff0f,False
04ccea35b.jpg,w_53feb91,False
04d275a05.jpg,w_37d2f3a,False
04d459352.jpg,w_cefd512,False
04db9c5d8.jpg,new_whale,False
04e1e4c3a.jpg,w_c7a611a,False
04e3e0baa.jpg,new_whale,False
04e4265ce.jpg,new_whale,False
04e8520b6.jpg,new_whale,False
04e99f9d1.jpg,w_939423d,False
04eb3829e.jpg,w_9748a78,False
04eb43378.jpg,w_f74a89e,False
04eec03fa.jpg,w_0135f5f,False
04ef6e1d6.jpg,w_02d138d,False
04f4a94e0.jpg,new_whale,False
04f4e3b1b.jpg,new_whale,False
04feb7ede.jpg,w_57abc0f,False
05012a14f.jpg,w_18f9d19,False
05081c5c8.jpg,w_b128587,False
0508b88d1.jpg,new_whale,False
050a06daf.jpg,new_whale,False
050a33d81.jpg,new_whale,False
050f6bcac.jpg,new_whale,False
0514e3099.jpg,w_3e34a5f,False
051a9fba7.jpg,w_c25d2d1,False
051c91d38.jpg,w_ac5aa34,False
051ec255b.jpg,w_c0e2505,False
051fd9a67.jpg,w_59052ad,False
051fda3c9.jpg,new_whale,False
052426f5a.jpg,w_b6ddd17,False
053050f19.jpg,w_203042e,False
0530b717d.jpg,w_902f8b0,False
0537c274b.jpg,w_27b7295,False
053e58e3a.jpg,w_714f89f,False
05422a5f9.jpg,new_whale,False
0545f65f0.jpg,w_ba62b79,False
0547760d4.jpg,w_4eb6bcc,False
05483b514.jpg,new_whale,False
0548e7010.jpg,new_whale,False
054903fdf.jpg,w_2d7c2dd,False
0549da110.jpg,w_4ab3420,False
054bb95c0.jpg,w_b938e96,False
054df30ea.jpg,w_eae91de,False
0550c2e23.jpg,new_whale,False
05536ec4b.jpg,new_whale,False
05550c64d.jpg,w_17c9df5,False
05582437e.jpg,w_c2397a4,False
0559d1986.jpg,w_5e8e218,False
055c517dc.jpg,w_cac9bdb,False
055c8ba66.jpg,new_whale,False
056472b40.jpg,w_01cbbbd,False
05656dfcc.jpg,w_a059841,False
0567bf644.jpg,w_45c3ea2,False
056b5e3d4.jpg,w_91f13fe,False
056cd345d.jpg,w_bf41c21,False
0573f5df2.jpg,new_whale,False
05755e2b6.jpg,new_whale,False
0576b4452.jpg,w_fec331a,False
057881bb1.jpg,new_whale,False
057b3ac05.jpg,new_whale,False
057b93fda.jpg,w_21bb5bd,False
057bae8d4.jpg,w_c6a96e1,False
057bfa93a.jpg,w_c27588a,False
057cacebe.jpg,w_6823268,False
05814a957.jpg,new_whale,False
0583589ed.jpg,w_5083a58,False
058868867.jpg,new_whale,False
0589ce65b.jpg,w_b420d45,False
0591cdb44.jpg,new_whale,False
0598630de.jpg,new_whale,False
059e3cf5b.jpg,new_whale,False
05a0ebd38.jpg,w_18934ab,False
05a66c837.jpg,w_6b2a111,False
05a967957.jpg,w_2a946f2,False
05ae4c2db.jpg,new_whale,False
05b7d6dfa.jpg,w_b5c3634,False
05bb51f99.jpg,new_whale,False
05bc4b14e.jpg,new_whale,False
05bfc639d.jpg,new_whale,False
05c6af025.jpg,new_whale,False
05c85c8eb.jpg,w_335a58c,False
05cb42d60.jpg,w_91cdea4,False
05d42c048.jpg,w_5d5c6a6,False
05d5db36c.jpg,w_ba4f96c,False
05d6517f2.jpg,w_5fe949c,False
05d71e676.jpg,w_89f521e,False
05d9cc57a.jpg,w_67a9841,False
05da28fcb.jpg,w_391ef09,False
05dae8342.jpg,new_whale,False
05db04583.jpg,w_6d527ff,False
05dd0ee6b.jpg,new_whale,False
05dfa3773.jpg,w_a0f456b,False
05e5e0e89.jpg,new_whale,False
05e81e346.jpg,w_8b86b95,False
05ea19d75.jpg,w_24d3109,False
05ea2c861.jpg,w_93ef4fa,False
05ed57e10.jpg,w_2df1d85,False
05ee04d0c.jpg,w_d89acf0,False
05ee1fc22.jpg,new_whale,False
05eeabf1b.jpg,w_aa32f70,False
05f2f037c.jpg,w_14ece76,False
05f71b26a.jpg,new_whale,False
05fc2e35d.jpg,new_whale,False
060bacbc7.jpg,w_ec16cc4,False
060ffd336.jpg,new_whale,False
0610203d1.jpg,new_whale,False
0611099f3.jpg,new_whale,False
06119661c.jpg,w_c6c89db,False
0613a4aa9.jpg,w_3108dce,False
0616cbd68.jpg,w_db3cfa4,False
06171a8a9.jpg,new_whale,False
06172ce2c.jpg,new_whale,False
0617ca20a.jpg,new_whale,False
0617cbeed.jpg,new_whale,False
0618f6c38.jpg,w_6cca536,False
061996245.jpg,w_f37c434,False
061f833ab.jpg,new_whale,False
06209926d.jpg,new_whale,False
06245ed98.jpg,new_whale,False
062699bef.jpg,w_1afff3f,False
06276874e.jpg,new_whale,False
0628d4679.jpg,w_729290b,False
062d0bd7e.jpg,w_0a7a37c,False
06306504e.jpg,new_whale,False
06307bbf6.jpg,w_f408b56,False
0631db372.jpg,w_1ca9ab1,False
06336bf78.jpg,new_whale,False
0633e8c04.jpg,new_whale,False
063759573.jpg,new_whale,False
06389a1fc.jpg,w_861e504,False
0638c9ae1.jpg,new_whale,False
063d5700d.jpg,w_da40b39,False
063e89413.jpg,new_whale,False
064bafe62.jpg,new_whale,False
064dd41a3.jpg,new_whale,False
064de9c50.jpg,new_whale,False
06504fa5b.jpg,w_0cbf1b3,False
0654b3e5b.jpg,w_5808373,False
065b72556.jpg,w_7c60e77,False
065fbc00f.jpg,w_a10e633,False
066074afc.jpg,w_150a6f5,False
066228078.jpg,new_whale,False
066c039dc.jpg,new_whale,False
0670b3636.jpg,new_whale,False
0679f42ec.jpg,w_0531ad5,False
067cdde9d.jpg,new_whale,False
067d80626.jpg,w_6e51c06,False
068062d67.jpg,new_whale,False
0680aab46.jpg,new_whale,False
06822966b.jpg,w_4846b27,False
06848f3e1.jpg,w_43312c4,False
0689a1032.jpg,w_24ca106,False
068f9cdba.jpg,w_925bdf6,False
06907cb5c.jpg,w_c7a611a,False
06948b93c.jpg,w_75ec7c1,False
0695dc488.jpg,w_0abdaf4,False
0696613e7.jpg,w_c3bed1a,False
06988e2d8.jpg,w_4a28f21,False
069a1c205.jpg,w_fdd3687,False
069eb6c86.jpg,w_a0fcfc1,False
06a59fa63.jpg,new_whale,False
06a8436bc.jpg,new_whale,False
06a91f3e5.jpg,new_whale,False
06aac22ea.jpg,w_4fdff73,False
06ae83bbc.jpg,w_0369a5c,False
06b0680ea.jpg,w_3949bd6,False
06b246dad.jpg,new_whale,False
06b790545.jpg,w_52a5d92,False
06becbcac.jpg,w_6525e6b,False
06c34e03f.jpg,new_whale,False
06c50767d.jpg,w_50fd107,False
06c8929a3.jpg,w_db68456,False
06c8a79a3.jpg,w_34434d1,False
06cfbaddf.jpg,w_0a155b9,False
06d0f5102.jpg,w_4bf625b,False
06d730fc2.jpg,new_whale,False
06d79681a.jpg,new_whale,False
06d9031e9.jpg,w_0655a0d,False
06da7187c.jpg,w_9ca67be,False
06dae96d6.jpg,w_5773c71,False
06dbe4d84.jpg,w_b44e89d,False
06dc95050.jpg,w_91005b3,False
06e157a91.jpg,w_d0bfef3,False
06e24ec31.jpg,new_whale,False
06e958fef.jpg,w_c25deb9,False
06ebd7587.jpg,w_191bce3,False
06ec79a1c.jpg,w_5841fb9,False
06f05ed89.jpg,w_611e69e,False
06f3ca9ed.jpg,new_whale,False
06f5360e9.jpg,w_a743e09,False
06f547c31.jpg,new_whale,False
06f80eb62.jpg,w_2b65b34,False
06f8ca075.jpg,w_83b2336,False
07001d538.jpg,w_f829227,False
0702dfdcf.jpg,w_0655608,False
0704cc0a7.jpg,w_a190a88,False
07064347b.jpg,new_whale,False
0706d4216.jpg,w_dd88965,False
070abfb84.jpg,w_fd906cc,False
070e4a8b7.jpg,new_whale,False
0712ad7fe.jpg,w_f765256,False
07144aef0.jpg,w_692734c,False
0716fb02e.jpg,w_564a34b,False
0716fb905.jpg,w_28a16b0,False
071a57840.jpg,w_6fd8b4b,False
071a5aefa.jpg,w_4b4f9b7,False
071b4b2ae.jpg,w_2e374c0,False
0722a0a36.jpg,w_7ab2120,False
0724fcc13.jpg,w_7478938,False
07250af68.jpg,w_72f5c64,False
07251a5c0.jpg,new_whale,False
072554b5f.jpg,new_whale,False
07261dcdc.jpg,w_5bd26de,False
0726d120b.jpg,w_b71ac68,False
072c0b407.jpg,new_whale,False
0730bdfde.jpg,new_whale,False
07393dd15.jpg,new_whale,False
073ab954e.jpg,w_d0b330d,False
073fc11a0.jpg,w_0a155b9,False
07461c8d0.jpg,new_whale,False
07468f5ae.jpg,new_whale,False
0746db9aa.jpg,new_whale,False
07497eba3.jpg,w_abf0b13,False
074b76dc2.jpg,w_3108dce,False
